fecha,timestamp,R:ea,R:er,S:ea,S:er,T:ea,T:er
2022/10/29 19:20:00,1667082000,785.77,533.13,803.13,695.82,660.27,607.95
2022/10/29 19:25:00,1667082300,785.78,533.13,803.14,695.82,660.27,607.95
2022/10/29 19:30:01,1667082601,785.78,533.13,803.14,695.82,660.27,607.95
2022/10/29 19:35:01,1667082901,785.78,533.13,803.14,695.83,660.27,607.95
2022/10/29 19:40:00,1667083200,785.78,533.13,803.14,695.83,660.27,607.95
2022/10/29 19:45:01,1667083501,785.78,533.13,803.14,695.83,660.27,607.95
2022/10/29 19:50:01,1667083801,785.79,533.13,803.14,695.83,660.27,607.95
2022/10/29 19:55:00,1667084100,785.79,533.13,803.14,695.83,660.27,607.95
2022/10/29 20:00:01,1667084401,785.79,533.13,803.14,695.84,660.27,607.95
2022/10/29 20:05:00,1667084700,785.79,533.14,803.14,695.84,660.27,607.95
2022/10/29 20:10:01,1667085001,785.8,533.14,803.14,695.84,660.27,607.95
2022/10/29 20:15:00,1667085300,785.8,533.14,803.14,695.84,660.27,607.95
2022/10/29 20:20:01,1667085601,785.8,533.14,803.14,695.84,660.27,607.95
2022/10/29 20:25:00,1667085900,785.8,533.14,803.14,695.85,660.27,607.95
2022/10/29 20:30:01,1667086201,785.81,533.14,803.14,695.85,660.27,607.95
2022/10/29 20:35:01,1667086501,785.81,533.14,803.14,695.85,660.27,607.95
2022/10/29 20:40:00,1667086800,785.81,533.14,803.14,695.85,660.27,607.95
2022/10/29 20:45:01,1667087101,785.81,533.15,803.14,695.85,660.27,607.95
2022/10/29 20:50:00,1667087400,785.81,533.15,803.14,695.86,660.27,607.95
2022/10/29 20:55:00,1667087700,785.82,533.15,803.14,695.86,660.27,607.95
2022/10/29 21:00:01,1667088001,785.82,533.15,803.15,695.86,660.27,607.95
2022/10/29 21:05:00,1667088300,785.82,533.15,803.15,695.86,660.28,607.95
2022/10/29 21:10:01,1667088601,785.82,533.15,803.15,695.86,660.28,607.95
2022/10/29 21:15:00,1667088900,785.83,533.15,803.15,695.87,660.28,607.95
2022/10/29 21:20:01,1667089201,785.83,533.15,803.15,695.87,660.28,607.95
2022/10/29 21:25:00,1667089500,785.83,533.15,803.15,695.87,660.28,607.95
2022/10/29 21:30:01,1667089801,785.83,533.16,803.15,695.87,660.28,607.95
2022/10/29 21:35:00,1667090100,785.83,533.16,803.15,695.88,660.28,607.95
2022/10/29 21:40:01,1667090401,785.84,533.16,803.15,695.88,660.28,607.95
2022/10/29 21:45:00,1667090700,785.84,533.16,803.15,695.88,660.28,607.95
2022/10/29 21:50:01,1667091001,785.84,533.16,803.15,695.88,660.28,607.95
2022/10/29 21:55:00,1667091300,785.84,533.16,803.15,695.88,660.28,607.95
2022/10/29 22:00:01,1667091601,785.85,533.16,803.15,695.89,660.28,607.95
2022/10/29 22:05:00,1667091900,785.85,533.16,803.15,695.89,660.28,607.95
2022/10/29 22:10:00,1667092200,785.85,533.17,803.15,695.89,660.28,607.95
2022/10/29 22:15:01,1667092501,785.85,533.17,803.15,695.89,660.28,607.95
2022/10/29 22:20:00,1667092800,785.85,533.17,803.15,695.89,660.28,607.95
2022/10/29 22:25:01,1667093101,785.86,533.17,803.15,695.9,660.28,607.95
2022/10/29 22:30:00,1667093400,785.86,533.17,803.15,695.9,660.28,607.95
2022/10/29 22:35:01,1667093701,785.86,533.17,803.15,695.9,660.28,607.95
2022/10/29 22:40:00,1667094000,785.86,533.17,803.16,695.9,660.28,607.96
2022/10/29 22:45:01,1667094301,785.87,533.17,803.16,695.9,660.28,607.96
2022/10/29 22:50:00,1667094600,785.87,533.18,803.16,695.91,660.28,607.96
2022/10/29 22:55:01,1667094901,785.87,533.18,803.16,695.91,660.28,607.96
2022/10/29 23:00:00,1667095200,785.87,533.18,803.16,695.91,660.28,607.96
2022/10/29 23:05:00,1667095500,785.87,533.18,803.16,695.91,660.28,607.96
2022/10/29 23:10:01,1667095801,785.88,533.18,803.16,695.91,660.28,607.96
2022/10/29 23:15:00,1667096100,785.88,533.18,803.16,695.92,660.29,607.96
2022/10/29 23:20:00,1667096400,785.88,533.18,803.16,695.92,660.29,607.96
2022/10/29 23:25:01,1667096701,785.88,533.18,803.16,695.92,660.29,607.96
2022/10/29 23:30:00,1667097000,785.89,533.18,803.16,695.92,660.29,607.96
2022/10/29 23:35:01,1667097301,785.89,533.19,803.16,695.92,660.29,607.96
2022/10/29 23:40:00,1667097600,785.89,533.19,803.16,695.93,660.29,607.96
2022/10/29 23:45:00,1667097900,785.89,533.19,803.16,695.93,660.29,607.96
2022/10/29 23:50:00,1667098200,785.89,533.19,803.16,695.93,660.29,607.96
2022/10/29 23:55:01,1667098501,785.9,533.19,803.16,695.93,660.29,607.96
2022/10/30 00:00:00,1667098800,785.9,533.19,803.16,695.93,660.29,607.96
2022/10/30 00:05:01,1667099101,785.9,533.19,803.16,695.94,660.29,607.96
2022/10/30 00:10:00,1667099400,785.9,533.19,803.16,695.94,660.29,607.96
2022/10/30 00:15:01,1667099701,785.91,533.2,803.16,695.94,660.29,607.96
2022/10/30 00:20:00,1667100000,785.91,533.2,803.17,695.94,660.29,607.96
2022/10/30 00:25:00,1667100300,785.91,533.2,803.17,695.95,660.29,607.96
2022/10/30 00:30:01,1667100601,785.91,533.2,803.17,695.95,660.29,607.96
2022/10/30 00:35:00,1667100900,785.92,533.2,803.17,695.95,660.29,607.96
2022/10/30 00:40:01,1667101201,785.92,533.2,803.17,695.95,660.29,607.96
2022/10/30 00:45:00,1667101500,785.92,533.2,803.17,695.95,660.29,607.96
2022/10/30 00:50:01,1667101801,785.92,533.2,803.17,695.96,660.29,607.96
2022/10/30 00:55:00,1667102100,785.92,533.2,803.17,695.96,660.29,607.96
2022/10/30 01:00:01,1667102401,785.93,533.21,803.17,695.96,660.29,607.96
2022/10/30 01:05:00,1667102700,785.93,533.21,803.17,695.96,660.29,607.96
2022/10/30 01:10:01,1667103001,785.93,533.21,803.17,695.96,660.29,607.96
2022/10/30 01:15:00,1667103300,785.93,533.21,803.17,695.97,660.29,607.96
2022/10/30 01:20:00,1667103600,785.93,533.21,803.17,695.97,660.29,607.96
2022/10/30 01:25:00,1667103900,785.94,533.21,803.17,695.97,660.29,607.96
2022/10/30 01:30:00,1667104200,785.94,533.21,803.17,695.97,660.3,607.96
2022/10/30 01:35:01,1667104501,785.94,533.21,803.17,695.97,660.3,607.96
2022/10/30 01:40:00,1667104800,785.94,533.21,803.17,695.98,660.3,607.96
2022/10/30 01:45:01,1667105101,785.95,533.22,803.17,695.98,660.3,607.96
2022/10/30 01:50:00,1667105400,785.95,533.22,803.17,695.98,660.3,607.96
2022/10/30 01:55:01,1667105701,785.95,533.22,803.17,695.98,660.3,607.96
2022/10/30 02:00:00,1667106000,785.95,533.22,803.17,695.98,660.3,607.96
2022/10/30 02:05:01,1667106301,785.96,533.22,803.18,695.99,660.3,607.96
2022/10/30 02:10:00,1667106600,785.96,533.22,803.18,695.99,660.3,607.96
2022/10/30 02:15:01,1667106901,785.96,533.22,803.18,695.99,660.3,607.96
2022/10/30 02:20:00,1667107200,785.96,533.22,803.18,695.99,660.3,607.96
2022/10/30 02:25:01,1667107501,785.96,533.23,803.18,695.99,660.3,607.96
2022/10/30 02:30:00,1667107800,785.97,533.23,803.18,696.0,660.3,607.96
2022/10/30 02:35:00,1667108100,785.97,533.23,803.18,696.0,660.3,607.96
2022/10/30 02:40:00,1667108400,785.97,533.23,803.18,696.0,660.3,607.96
2022/10/30 02:45:01,1667108701,785.97,533.23,803.18,696.0,660.3,607.96
2022/10/30 02:50:00,1667109000,785.98,533.23,803.18,696.0,660.3,607.96
2022/10/30 02:55:00,1667109300,785.98,533.23,803.18,696.01,660.3,607.96
2022/10/30 03:00:01,1667109601,785.98,533.23,803.18,696.01,660.3,607.96
2022/10/30 03:05:00,1667109900,785.98,533.23,803.18,696.01,660.3,607.96
2022/10/30 03:10:01,1667110201,785.98,533.24,803.18,696.01,660.3,607.96
2022/10/30 03:15:00,1667110500,785.99,533.24,803.18,696.01,660.3,607.96
2022/10/30 03:20:01,1667110801,785.99,533.24,803.18,696.02,660.3,607.96
2022/10/30 03:25:00,1667111100,785.99,533.24,803.18,696.02,660.3,607.96
2022/10/30 03:30:01,1667111401,785.99,533.24,803.18,696.02,660.3,607.96
2022/10/30 03:35:00,1667111700,786.0,533.24,803.18,696.02,660.3,607.96
2022/10/30 03:40:01,1667112001,786.0,533.24,803.18,696.02,660.3,607.96
2022/10/30 03:45:00,1667112300,786.0,533.24,803.19,696.03,660.31,607.96
2022/10/30 03:50:01,1667112601,786.0,533.25,803.19,696.03,660.31,607.96
2022/10/30 03:55:00,1667112900,786.0,533.25,803.19,696.03,660.31,607.96
2022/10/30 04:00:01,1667113201,786.01,533.25,803.19,696.03,660.31,607.96
2022/10/30 04:05:00,1667113500,786.01,533.25,803.19,696.03,660.31,607.96
2022/10/30 04:10:01,1667113801,786.01,533.25,803.19,696.04,660.31,607.96
2022/10/30 04:15:00,1667114100,786.01,533.25,803.19,696.04,660.31,607.96
2022/10/30 04:20:01,1667114401,786.02,533.25,803.19,696.04,660.31,607.96
2022/10/30 04:25:00,1667114700,786.02,533.25,803.19,696.04,660.31,607.96
2022/10/30 04:30:01,1667115001,786.02,533.25,803.19,696.04,660.31,607.96
2022/10/30 04:35:00,1667115300,786.02,533.26,803.19,696.05,660.31,607.96
2022/10/30 04:40:01,1667115601,786.02,533.26,803.19,696.05,660.31,607.96
2022/10/30 04:45:00,1667115900,786.03,533.26,803.19,696.05,660.31,607.96
2022/10/30 04:50:01,1667116201,786.03,533.26,803.19,696.05,660.31,607.96
2022/10/30 04:55:00,1667116500,786.03,533.26,803.19,696.05,660.31,607.96
2022/10/30 05:00:00,1667116800,786.03,533.26,803.19,696.06,660.31,607.96
2022/10/30 05:05:01,1667117101,786.04,533.26,803.19,696.06,660.31,607.96
2022/10/30 05:10:00,1667117400,786.04,533.26,803.19,696.06,660.31,607.96
2022/10/30 05:15:01,1667117701,786.04,533.27,803.19,696.06,660.31,607.96
2022/10/30 05:20:00,1667118000,786.04,533.27,803.19,696.07,660.31,607.96
2022/10/30 05:25:01,1667118301,786.04,533.27,803.19,696.07,660.31,607.96
2022/10/30 05:30:00,1667118600,786.05,533.27,803.2,696.07,660.31,607.96
2022/10/30 05:35:01,1667118901,786.05,533.27,803.2,696.07,660.31,607.96
2022/10/30 05:40:00,1667119200,786.05,533.27,803.2,696.07,660.31,607.96
2022/10/30 05:45:01,1667119501,786.05,533.27,803.2,696.08,660.31,607.96
2022/10/30 05:50:00,1667119800,786.06,533.27,803.2,696.08,660.31,607.96
2022/10/30 05:55:01,1667120101,786.06,533.28,803.2,696.08,660.32,607.96
2022/10/30 06:00:00,1667120400,786.06,533.28,803.2,696.08,660.32,607.96
2022/10/30 06:05:01,1667120701,786.06,533.28,803.2,696.08,660.32,607.96
2022/10/30 06:10:00,1667121000,786.07,533.28,803.2,696.09,660.32,607.96
2022/10/30 06:15:00,1667121300,786.07,533.28,803.2,696.09,660.32,607.96
2022/10/30 06:20:01,1667121601,786.07,533.28,803.2,696.09,660.32,607.96
2022/10/30 06:25:01,1667121901,786.07,533.28,803.2,696.09,660.32,607.96
2022/10/30 06:30:00,1667122200,786.07,533.28,803.2,696.09,660.32,607.96
2022/10/30 06:35:00,1667122500,786.08,533.28,803.2,696.1,660.32,607.96
2022/10/30 06:40:01,1667122801,786.08,533.29,803.2,696.1,660.32,607.96
2022/10/30 06:45:00,1667123100,786.08,533.29,803.2,696.1,660.32,607.96
2022/10/30 06:50:00,1667123400,786.08,533.29,803.2,696.1,660.32,607.96
2022/10/30 06:55:01,1667123701,786.08,533.29,803.2,696.1,660.32,607.96
2022/10/30 07:00:00,1667124000,786.09,533.29,803.2,696.11,660.32,607.96
2022/10/30 07:05:00,1667124300,786.09,533.29,803.2,696.11,660.32,607.96
2022/10/30 07:10:00,1667124600,786.09,533.29,803.2,696.11,660.32,607.96
2022/10/30 07:15:00,1667124900,786.09,533.29,803.21,696.11,660.32,607.96
2022/10/30 07:20:00,1667125200,786.1,533.3,803.21,696.11,660.32,607.96
2022/10/30 07:25:00,1667125500,786.1,533.3,803.21,696.12,660.32,607.96
2022/10/30 07:30:01,1667125801,786.1,533.3,803.21,696.12,660.32,607.96
2022/10/30 07:35:00,1667126100,786.1,533.3,803.21,696.12,660.32,607.96
2022/10/30 07:40:01,1667126401,786.11,533.3,803.21,696.12,660.32,607.96
2022/10/30 07:45:00,1667126700,786.11,533.3,803.21,696.12,660.32,607.96
2022/10/30 07:50:00,1667127000,786.11,533.3,803.21,696.13,660.32,607.96
2022/10/30 07:55:00,1667127300,786.11,533.3,803.21,696.13,660.32,607.96
2022/10/30 08:00:00,1667127600,786.11,533.31,803.21,696.13,660.32,607.96
2022/10/30 08:05:00,1667127900,786.12,533.31,803.21,696.13,660.33,607.96
2022/10/30 08:10:00,1667128200,786.12,533.31,803.21,696.13,660.33,607.96
2022/10/30 08:15:00,1667128500,786.12,533.31,803.21,696.14,660.33,607.96
2022/10/30 08:20:01,1667128801,786.12,533.31,803.21,696.14,660.33,607.96
2022/10/30 08:25:01,1667129101,786.13,533.31,803.21,696.14,660.33,607.96
2022/10/30 08:30:00,1667129400,786.13,533.31,803.21,696.14,660.33,607.96
2022/10/30 08:35:01,1667129701,786.13,533.31,803.21,696.14,660.33,607.96
2022/10/30 08:40:00,1667130000,786.13,533.32,803.21,696.15,660.33,607.96
2022/10/30 08:45:00,1667130300,786.13,533.32,803.21,696.15,660.33,607.96
2022/10/30 08:50:00,1667130600,786.14,533.32,803.21,696.15,660.33,607.96
2022/10/30 08:55:00,1667130900,786.14,533.32,803.21,696.15,660.33,607.96
2022/10/30 09:00:01,1667131201,786.14,533.32,803.22,696.15,660.33,607.96
2022/10/30 09:05:00,1667131500,786.14,533.32,803.22,696.16,660.33,607.96
2022/10/30 09:10:00,1667131800,786.15,533.32,803.22,696.16,660.33,607.96
2022/10/30 09:15:01,1667132101,786.15,533.32,803.22,696.16,660.33,607.96
2022/10/30 09:20:00,1667132400,786.15,533.32,803.22,696.16,660.33,607.96
2022/10/30 09:25:00,1667132700,786.15,533.33,803.22,696.16,660.33,607.96
2022/10/30 09:30:01,1667133001,786.15,533.33,803.22,696.17,660.33,607.96
2022/10/30 09:35:00,1667133300,786.16,533.33,803.22,696.17,660.33,607.96
2022/10/30 09:40:00,1667133600,786.16,533.33,803.22,696.17,660.33,607.96
2022/10/30 09:45:00,1667133900,786.16,533.33,803.22,696.17,660.33,607.96
2022/10/30 09:50:01,1667134201,786.16,533.33,803.22,696.17,660.33,607.96
2022/10/30 09:55:00,1667134500,786.17,533.33,803.22,696.18,660.33,607.96
2022/10/30 10:00:01,1667134801,786.17,533.33,803.22,696.18,660.33,607.96
2022/10/30 10:05:00,1667135100,786.17,533.33,803.22,696.18,660.33,607.96
2022/10/30 10:10:00,1667135400,786.17,533.34,803.22,696.18,660.33,607.96
2022/10/30 10:15:01,1667135701,786.17,533.34,803.22,696.18,660.33,607.96
2022/10/30 10:20:00,1667136000,786.18,533.34,803.22,696.19,660.34,607.96
2022/10/30 10:25:01,1667136301,786.18,533.34,803.22,696.19,660.34,607.96
2022/10/30 10:30:01,1667136601,786.18,533.34,803.22,696.19,660.34,607.96
2022/10/30 10:35:00,1667136900,786.18,533.34,803.22,696.19,660.34,607.96
2022/10/30 10:40:00,1667137200,786.19,533.34,803.23,696.19,660.34,607.96
2022/10/30 10:45:01,1667137501,786.19,533.34,803.23,696.2,660.34,607.96
2022/10/30 10:50:00,1667137800,786.19,533.35,803.23,696.2,660.34,607.96
2022/10/30 10:55:00,1667138100,786.19,533.35,803.23,696.2,660.34,607.96
2022/10/30 11:00:00,1667138400,786.2,533.35,803.23,696.2,660.34,607.96
2022/10/30 11:05:00,1667138700,786.2,533.35,803.23,696.2,660.34,607.96
2022/10/30 11:10:01,1667139001,786.2,533.35,803.23,696.21,660.34,607.96
2022/10/30 11:15:00,1667139300,786.2,533.35,803.23,696.21,660.34,607.96
2022/10/30 11:20:01,1667139601,786.2,533.35,803.23,696.21,660.34,607.96
2022/10/30 11:25:00,1667139900,786.21,533.35,803.23,696.21,660.34,607.96
2022/10/30 11:30:01,1667140201,786.21,533.35,803.23,696.21,660.34,607.96
2022/10/30 11:35:00,1667140500,786.21,533.36,803.23,696.22,660.34,607.96
2022/10/30 11:40:01,1667140801,786.21,533.36,803.23,696.22,660.34,607.96
2022/10/30 11:45:00,1667141100,786.22,533.36,803.23,696.22,660.34,607.96
2022/10/30 11:50:01,1667141401,786.22,533.36,803.23,696.22,660.34,607.96
2022/10/30 11:55:00,1667141700,786.22,533.36,803.23,696.22,660.34,607.96
2022/10/30 12:00:01,1667142001,786.22,533.36,803.23,696.23,660.34,607.96
2022/10/30 12:05:00,1667142300,786.22,533.36,803.23,696.23,660.34,607.96
2022/10/30 12:10:01,1667142601,786.23,533.36,803.23,696.23,660.34,607.96
2022/10/30 12:15:00,1667142900,786.23,533.37,803.23,696.23,660.34,607.96
2022/10/30 12:20:00,1667143200,786.23,533.37,803.23,696.23,660.34,607.96
2022/10/30 12:25:01,1667143501,786.23,533.37,803.24,696.24,660.34,607.96
2022/10/30 12:30:00,1667143800,786.24,533.37,803.24,696.24,660.35,607.96
2022/10/30 12:35:00,1667144100,786.24,533.37,803.24,696.24,660.35,607.96
2022/10/30 12:40:00,1667144400,786.24,533.37,803.24,696.24,660.35,607.96
2022/10/30 12:45:01,1667144701,786.24,533.37,803.24,696.24,660.35,607.96
2022/10/30 12:50:00,1667145000,786.25,533.37,803.24,696.25,660.35,607.96
2022/10/30 12:55:01,1667145301,786.25,533.37,803.24,696.25,660.35,607.96
2022/10/30 13:00:00,1667145600,786.25,533.38,803.24,696.25,660.35,607.96
2022/10/30 13:05:01,1667145901,786.25,533.38,803.24,696.25,660.35,607.96
2022/10/30 13:10:00,1667146200,786.25,533.38,803.24,696.25,660.35,607.96
2022/10/30 13:15:01,1667146501,786.26,533.38,803.24,696.26,660.35,607.96
2022/10/30 13:20:00,1667146800,786.26,533.38,803.24,696.26,660.35,607.96
2022/10/30 13:25:01,1667147101,786.26,533.38,803.24,696.26,660.35,607.96
2022/10/30 13:30:00,1667147400,786.26,533.38,803.24,696.26,660.35,607.96
2022/10/30 13:35:00,1667147700,786.27,533.38,803.24,696.26,660.35,607.96
2022/10/30 13:40:00,1667148000,786.27,533.39,803.24,696.27,660.35,607.96
2022/10/30 13:45:00,1667148300,786.27,533.39,803.24,696.27,660.35,607.96
2022/10/30 13:50:00,1667148600,786.27,533.39,803.24,696.27,660.35,607.96
2022/10/30 13:55:01,1667148901,786.27,533.39,803.24,696.27,660.35,607.96
2022/10/30 14:00:00,1667149200,786.28,533.39,803.24,696.28,660.35,607.96
2022/10/30 14:05:00,1667149500,786.28,533.39,803.24,696.28,660.35,607.96
2022/10/30 14:10:01,1667149801,786.28,533.39,803.25,696.28,660.35,607.96
2022/10/30 14:15:00,1667150100,786.28,533.39,803.25,696.28,660.35,607.96
2022/10/30 14:20:01,1667150401,786.29,533.39,803.25,696.28,660.35,607.96
2022/10/30 14:25:00,1667150700,786.29,533.4,803.25,696.29,660.35,607.96
2022/10/30 14:30:01,1667151001,786.29,533.4,803.25,696.29,660.35,607.96
2022/10/30 14:35:00,1667151300,786.29,533.4,803.25,696.29,660.35,607.96
2022/10/30 14:40:01,1667151601,786.3,533.4,803.25,696.29,660.36,607.96
2022/10/30 14:45:00,1667151900,786.3,533.4,803.25,696.29,660.36,607.96
2022/10/30 14:50:01,1667152201,786.3,533.4,803.25,696.3,660.36,607.96
2022/10/30 14:55:00,1667152500,786.3,533.4,803.25,696.3,660.36,607.96
2022/10/30 15:00:01,1667152801,786.3,533.4,803.25,696.3,660.36,607.96
2022/10/30 15:05:00,1667153100,786.31,533.41,803.25,696.3,660.36,607.96
2022/10/30 15:10:01,1667153401,786.31,533.41,803.25,696.3,660.36,607.96
2022/10/30 15:15:00,1667153700,786.31,533.41,803.25,696.31,660.36,607.96
2022/10/30 15:20:01,1667154001,786.31,533.41,803.25,696.31,660.36,607.96
2022/10/30 15:25:00,1667154300,786.32,533.41,803.25,696.31,660.36,607.96
2022/10/30 15:30:01,1667154601,786.32,533.41,803.25,696.31,660.36,607.96
2022/10/30 15:35:00,1667154900,786.32,533.41,803.25,696.31,660.36,607.96
2022/10/30 15:40:01,1667155201,786.32,533.41,803.25,696.32,660.36,607.96
2022/10/30 15:45:00,1667155500,786.32,533.41,803.25,696.32,660.36,607.96
2022/10/30 15:50:01,1667155801,786.33,533.42,803.25,696.32,660.36,607.96
2022/10/30 15:55:00,1667156100,786.33,533.42,803.26,696.32,660.36,607.96
2022/10/30 16:00:00,1667156400,786.33,533.42,803.26,696.32,660.36,607.96
2022/10/30 16:05:00,1667156700,786.33,533.42,803.26,696.32,660.36,607.96
2022/10/30 16:10:00,1667157000,786.34,533.42,803.26,696.33,660.36,607.96
2022/10/30 16:15:01,1667157301,786.34,533.42,803.26,696.33,660.36,607.96
2022/10/30 16:20:00,1667157600,786.34,533.42,803.26,696.33,660.36,607.96
2022/10/30 16:25:00,1667157900,786.34,533.42,803.26,696.33,660.36,607.96
2022/10/30 16:30:00,1667158200,786.35,533.43,803.26,696.34,660.36,607.96
2022/10/30 16:35:01,1667158501,786.35,533.43,803.26,696.34,660.36,607.96
2022/10/30 16:40:00,1667158800,786.35,533.43,803.26,696.34,660.36,607.96
2022/10/30 16:45:01,1667159101,786.35,533.43,803.26,696.34,660.37,607.96
2022/10/30 16:50:00,1667159400,786.35,533.43,803.26,696.34,660.37,607.96
2022/10/30 16:55:01,1667159701,786.36,533.43,803.26,696.34,660.37,607.96
2022/10/30 17:00:00,1667160000,786.36,533.43,803.26,696.35,660.37,607.96
2022/10/30 17:05:01,1667160301,786.36,533.43,803.26,696.35,660.37,607.96
2022/10/30 17:10:00,1667160600,786.36,533.43,803.26,696.35,660.37,607.96
2022/10/30 17:15:01,1667160901,786.37,533.44,803.26,696.35,660.37,607.96
2022/10/30 17:20:00,1667161200,786.37,533.44,803.26,696.36,660.37,607.96
2022/10/30 17:25:00,1667161500,786.37,533.44,803.26,696.36,660.37,607.96
2022/10/30 17:30:01,1667161801,786.37,533.44,803.26,696.36,660.37,607.96
2022/10/30 17:35:00,1667162100,786.38,533.44,803.27,696.36,660.37,607.96
2022/10/30 17:40:01,1667162401,786.38,533.44,803.27,696.36,660.37,607.96
2022/10/30 17:45:00,1667162700,786.38,533.44,803.27,696.37,660.37,607.96
2022/10/30 17:50:01,1667163001,786.38,533.44,803.27,696.37,660.37,607.96
2022/10/30 17:55:00,1667163300,786.38,533.45,803.27,696.37,660.37,607.96
2022/10/30 18:00:00,1667163600,786.39,533.45,803.27,696.37,660.37,607.96
2022/10/30 18:05:00,1667163900,786.39,533.45,803.27,696.37,660.37,607.96
2022/10/30 18:10:01,1667164201,786.39,533.45,803.27,696.37,660.37,607.96
2022/10/30 18:15:00,1667164500,786.39,533.45,803.27,696.38,660.37,607.96
2022/10/30 18:20:01,1667164801,786.4,533.45,803.27,696.38,660.37,607.96
2022/10/30 18:25:00,1667165100,786.4,533.45,803.27,696.38,660.37,607.96
2022/10/30 18:30:01,1667165401,786.4,533.45,803.27,696.38,660.37,607.96
2022/10/30 18:35:00,1667165700,786.4,533.45,803.27,696.38,660.37,607.96
2022/10/30 18:40:00,1667166000,786.4,533.46,803.27,696.39,660.37,607.96
2022/10/30 18:45:01,1667166301,786.41,533.46,803.27,696.39,660.37,607.96
2022/10/30 18:50:00,1667166600,786.41,533.46,803.27,696.39,660.38,607.96
2022/10/30 18:55:00,1667166900,786.41,533.46,803.27,696.39,660.38,607.96
2022/10/30 19:00:01,1667167201,786.41,533.46,803.27,696.39,660.38,607.96
2022/10/30 19:05:00,1667167500,786.42,533.46,803.27,696.4,660.38,607.96
2022/10/30 19:10:01,1667167801,786.42,533.46,803.27,696.4,660.38,607.96
2022/10/30 19:15:00,1667168100,786.42,533.46,803.27,696.4,660.38,607.96
2022/10/30 19:20:00,1667168400,786.42,533.47,803.28,696.4,660.38,607.96
2022/10/30 19:25:01,1667168701,786.43,533.47,803.28,696.4,660.38,607.96
2022/10/30 19:30:00,1667169000,786.43,533.47,803.28,696.41,660.38,607.96
2022/10/30 19:35:01,1667169301,786.43,533.47,803.28,696.41,660.38,607.96
2022/10/30 19:40:00,1667169600,786.43,533.47,803.28,696.41,660.38,607.96
2022/10/30 19:45:01,1667169901,786.43,533.47,803.28,696.41,660.38,607.96
2022/10/30 19:50:00,1667170200,786.44,533.47,803.28,696.41,660.38,607.96
2022/10/30 19:55:01,1667170501,786.44,533.47,803.28,696.42,660.38,607.96
2022/10/30 20:00:00,1667170800,786.44,533.47,803.28,696.42,660.38,607.96
2022/10/30 20:05:01,1667171101,786.44,533.48,803.28,696.42,660.38,607.96
2022/10/30 20:10:00,1667171400,786.45,533.48,803.28,696.42,660.38,607.96
2022/10/30 20:15:01,1667171701,786.45,533.48,803.28,696.42,660.38,607.96
2022/10/30 20:20:00,1667172000,786.45,533.48,803.28,696.43,660.38,607.96
2022/10/30 20:25:01,1667172301,786.45,533.48,803.28,696.43,660.38,607.96
2022/10/30 20:30:00,1667172600,786.45,533.48,803.28,696.43,660.38,607.96
2022/10/30 20:35:01,1667172901,786.46,533.48,803.28,696.43,660.38,607.96
2022/10/30 20:40:00,1667173200,786.46,533.48,803.28,696.43,660.38,607.96
2022/10/30 20:45:01,1667173501,786.46,533.48,803.28,696.44,660.38,607.96
2022/10/30 20:50:00,1667173800,786.46,533.49,803.28,696.44,660.38,607.96
2022/10/30 20:55:01,1667174101,786.47,533.49,803.28,696.44,660.39,607.96
2022/10/30 21:00:00,1667174400,786.47,533.49,803.29,696.44,660.39,607.96
2022/10/30 21:05:01,1667174701,786.47,533.49,803.29,696.44,660.39,607.96
2022/10/30 21:10:00,1667175000,786.47,533.49,803.29,696.45,660.39,607.96
2022/10/30 21:15:00,1667175300,786.48,533.49,803.29,696.45,660.39,607.96
2022/10/30 21:20:00,1667175600,786.48,533.49,803.29,696.45,660.39,607.96
2022/10/30 21:25:00,1667175900,786.48,533.49,803.29,696.45,660.39,607.96
2022/10/30 21:30:00,1667176200,786.48,533.5,803.29,696.45,660.39,607.96
2022/10/30 21:35:00,1667176500,786.48,533.5,803.29,696.46,660.39,607.96
2022/10/30 21:40:00,1667176800,786.49,533.5,803.29,696.46,660.39,607.97
2022/10/30 21:45:01,1667177101,786.49,533.5,803.29,696.46,660.39,607.97
2022/10/30 21:50:00,1667177400,786.49,533.5,803.29,696.46,660.39,607.97
2022/10/30 21:55:01,1667177701,786.49,533.5,803.29,696.46,660.39,607.97
2022/10/30 22:00:00,1667178000,786.5,533.5,803.29,696.47,660.39,607.97
2022/10/30 22:05:01,1667178301,786.5,533.5,803.29,696.47,660.39,607.97
2022/10/30 22:10:00,1667178600,786.5,533.5,803.29,696.47,660.39,607.97
2022/10/30 22:15:01,1667178901,786.5,533.51,803.29,696.47,660.39,607.97
2022/10/30 22:20:00,1667179200,786.5,533.51,803.29,696.47,660.39,607.97
2022/10/30 22:25:01,1667179501,786.51,533.51,803.29,696.48,660.39,607.97
2022/10/30 22:30:00,1667179800,786.51,533.51,803.29,696.48,660.39,607.97
2022/10/30 22:35:00,1667180100,786.51,533.51,803.29,696.48,660.39,607.97
2022/10/30 22:40:01,1667180401,786.51,533.51,803.3,696.48,660.39,607.97
2022/10/30 22:45:00,1667180700,786.52,533.51,803.3,696.48,660.39,607.97
2022/10/30 22:50:01,1667181001,786.52,533.51,803.3,696.49,660.39,607.97
2022/10/30 22:55:00,1667181300,786.52,533.52,803.3,696.49,660.39,607.97
