DISPOSITIVO,timestamp_UTC,timestamp_LOCAL,P
Maquina de Bolsas,1696790400,2023-10-08 15:40:00 -03,175
Maquina de Bolsas,1696790101,2023-10-08 15:35:01 -03,131
Maquina de Bolsas,1696789800,2023-10-08 15:30:00 -03,160
Maquina de Bolsas,1696789501,2023-10-08 15:25:01 -03,177
Maquina de Bolsas,1696789200,2023-10-08 15:20:00 -03,165
Maquina de Bolsas,1696788901,2023-10-08 15:15:01 -03,172
Maquina de Bolsas,1696788600,2023-10-08 15:10:00 -03,167
Maquina de Bolsas,1696788301,2023-10-08 15:05:01 -03,167
Maquina de Bolsas,1696788000,2023-10-08 15:00:00 -03,152
Maquina de Bolsas,1696787701,2023-10-08 14:55:01 -03,161
Maquina de Bolsas,1696787401,2023-10-08 14:50:01 -03,173
Maquina de Bolsas,1696787100,2023-10-08 14:45:00 -03,156
Maquina de Bolsas,1696786800,2023-10-08 14:40:00 -03,160
Maquina de Bolsas,1696786501,2023-10-08 14:35:01 -03,174
Maquina de Bolsas,1696786200,2023-10-08 14:30:00 -03,185
Maquina de Bolsas,1696785901,2023-10-08 14:25:01 -03,169
Maquina de Bolsas,1696785600,2023-10-08 14:20:00 -03,162
Maquina de Bolsas,1696785301,2023-10-08 14:15:01 -03,188
Maquina de Bolsas,1696785000,2023-10-08 14:10:00 -03,148
Maquina de Bolsas,1696784701,2023-10-08 14:05:01 -03,181
Maquina de Bolsas,1696784400,2023-10-08 14:00:00 -03,192
Maquina de Bolsas,1696784101,2023-10-08 13:55:01 -03,159
Maquina de Bolsas,1696783800,2023-10-08 13:50:00 -03,178
Maquina de Bolsas,1696783501,2023-10-08 13:45:01 -03,171
Maquina de Bolsas,1696783200,2023-10-08 13:40:00 -03,173
Maquina de Bolsas,1696782900,2023-10-08 13:35:00 -03,177
Maquina de Bolsas,1696782601,2023-10-08 13:30:01 -03,159
Maquina de Bolsas,1696782300,2023-10-08 13:25:00 -03,175
Maquina de Bolsas,1696782000,2023-10-08 13:20:00 -03,190
Maquina de Bolsas,1696781700,2023-10-08 13:15:00 -03,161
Maquina de Bolsas,1696781400,2023-10-08 13:10:00 -03,164
Maquina de Bolsas,1696781101,2023-10-08 13:05:01 -03,175
Maquina de Bolsas,1696780800,2023-10-08 13:00:00 -03,167
Maquina de Bolsas,1696780501,2023-10-08 12:55:01 -03,144
Maquina de Bolsas,1696780200,2023-10-08 12:50:00 -03,183
Maquina de Bolsas,1696779901,2023-10-08 12:45:01 -03,178
Maquina de Bolsas,1696779600,2023-10-08 12:40:00 -03,183
Maquina de Bolsas,1696779301,2023-10-08 12:35:01 -03,160
Maquina de Bolsas,1696779001,2023-10-08 12:30:01 -03,166
Maquina de Bolsas,1696778701,2023-10-08 12:25:01 -03,171
Maquina de Bolsas,1696778400,2023-10-08 12:20:00 -03,159
Maquina de Bolsas,1696778101,2023-10-08 12:15:01 -03,149
Maquina de Bolsas,1696777800,2023-10-08 12:10:00 -03,146
Maquina de Bolsas,1696777501,2023-10-08 12:05:01 -03,178
Maquina de Bolsas,1696777200,2023-10-08 12:00:00 -03,199
Maquina de Bolsas,1696776901,2023-10-08 11:55:01 -03,151
Maquina de Bolsas,1696776600,2023-10-08 11:50:00 -03,195
Maquina de Bolsas,1696776301,2023-10-08 11:45:01 -03,173
Maquina de Bolsas,1696776000,2023-10-08 11:40:00 -03,182
Maquina de Bolsas,1696775701,2023-10-08 11:35:01 -03,182
Maquina de Bolsas,1696775400,2023-10-08 11:30:00 -03,147
Maquina de Bolsas,1696775101,2023-10-08 11:25:01 -03,162
Maquina de Bolsas,1696774800,2023-10-08 11:20:00 -03,165
Maquina de Bolsas,1696774501,2023-10-08 11:15:01 -03,148
Maquina de Bolsas,1696774200,2023-10-08 11:10:00 -03,143
Maquina de Bolsas,1696773900,2023-10-08 11:05:00 -03,163
Maquina de Bolsas,1696773600,2023-10-08 11:00:00 -03,164
Maquina de Bolsas,1696773300,2023-10-08 10:55:00 -03,164
Maquina de Bolsas,1696773000,2023-10-08 10:50:00 -03,165
Maquina de Bolsas,1696772700,2023-10-08 10:45:00 -03,173
Maquina de Bolsas,1696772401,2023-10-08 10:40:01 -03,178
Maquina de Bolsas,1696772100,2023-10-08 10:35:00 -03,185
Maquina de Bolsas,1696771801,2023-10-08 10:30:01 -03,182
Maquina de Bolsas,1696771500,2023-10-08 10:25:00 -03,163
Maquina de Bolsas,1696771201,2023-10-08 10:20:01 -03,149
Maquina de Bolsas,1696770900,2023-10-08 10:15:00 -03,157
Maquina de Bolsas,1696770601,2023-10-08 10:10:01 -03,150
Maquina de Bolsas,1696770300,2023-10-08 10:05:00 -03,169
Maquina de Bolsas,1696770001,2023-10-08 10:00:01 -03,195
Maquina de Bolsas,1696769700,2023-10-08 09:55:00 -03,169
Maquina de Bolsas,1696769401,2023-10-08 09:50:01 -03,168
Maquina de Bolsas,1696769100,2023-10-08 09:45:00 -03,168
Maquina de Bolsas,1696768801,2023-10-08 09:40:01 -03,180
Maquina de Bolsas,1696768500,2023-10-08 09:35:00 -03,164
Maquina de Bolsas,1696768201,2023-10-08 09:30:01 -03,179
Maquina de Bolsas,1696767900,2023-10-08 09:25:00 -03,165
Maquina de Bolsas,1696767601,2023-10-08 09:20:01 -03,168
Maquina de Bolsas,1696767300,2023-10-08 09:15:00 -03,173
Maquina de Bolsas,1696767001,2023-10-08 09:10:01 -03,192
Maquina de Bolsas,1696766700,2023-10-08 09:05:00 -03,185
Maquina de Bolsas,1696766401,2023-10-08 09:00:01 -03,159
Maquina de Bolsas,1696766100,2023-10-08 08:55:00 -03,131
Maquina de Bolsas,1696765800,2023-10-08 08:50:00 -03,179
Maquina de Bolsas,1696765500,2023-10-08 08:45:00 -03,192
Maquina de Bolsas,1696765201,2023-10-08 08:40:01 -03,153
Maquina de Bolsas,1696764900,2023-10-08 08:35:00 -03,182
Maquina de Bolsas,1696764601,2023-10-08 08:30:01 -03,152
Maquina de Bolsas,1696764300,2023-10-08 08:25:00 -03,173
Maquina de Bolsas,1696764000,2023-10-08 08:20:00 -03,180
Maquina de Bolsas,1696763701,2023-10-08 08:15:01 -03,160
Maquina de Bolsas,1696763400,2023-10-08 08:10:00 -03,167
Maquina de Bolsas,1696763101,2023-10-08 08:05:01 -03,167
Maquina de Bolsas,1696762800,2023-10-08 08:00:00 -03,166
Maquina de Bolsas,1696762501,2023-10-08 07:55:01 -03,167
Maquina de Bolsas,1696762200,2023-10-08 07:50:00 -03,188
Maquina de Bolsas,1696761901,2023-10-08 07:45:01 -03,163
Maquina de Bolsas,1696761600,2023-10-08 07:40:00 -03,143
Maquina de Bolsas,1696761300,2023-10-08 07:35:00 -03,188
Maquina de Bolsas,1696761000,2023-10-08 07:30:00 -03,172
Maquina de Bolsas,1696760700,2023-10-08 07:25:00 -03,178
Maquina de Bolsas,1696760401,2023-10-08 07:20:01 -03,164
Maquina de Bolsas,1696760100,2023-10-08 07:15:00 -03,168
Maquina de Bolsas,1696759801,2023-10-08 07:10:01 -03,166
Maquina de Bolsas,1696759500,2023-10-08 07:05:00 -03,172
Maquina de Bolsas,1696759201,2023-10-08 07:00:01 -03,175
Maquina de Bolsas,1696758900,2023-10-08 06:55:00 -03,162
Maquina de Bolsas,1696758601,2023-10-08 06:50:01 -03,165
Maquina de Bolsas,1696758300,2023-10-08 06:45:00 -03,183
Maquina de Bolsas,1696758001,2023-10-08 06:40:01 -03,176
Maquina de Bolsas,1696757700,2023-10-08 06:35:00 -03,177
Maquina de Bolsas,1696757401,2023-10-08 06:30:01 -03,155
Maquina de Bolsas,1696757100,2023-10-08 06:25:00 -03,160
Maquina de Bolsas,1696756801,2023-10-08 06:20:01 -03,152
Maquina de Bolsas,1696756500,2023-10-08 06:15:00 -03,178
Maquina de Bolsas,1696756201,2023-10-08 06:10:01 -03,157
Maquina de Bolsas,1696755900,2023-10-08 06:05:00 -03,163
Maquina de Bolsas,1696755600,2023-10-08 06:00:00 -03,151
Maquina de Bolsas,1696755300,2023-10-08 05:55:00 -03,161
Maquina de Bolsas,1696755000,2023-10-08 05:50:00 -03,189
Maquina de Bolsas,1696754700,2023-10-08 05:45:00 -03,187
Maquina de Bolsas,1696754400,2023-10-08 05:40:00 -03,182
Maquina de Bolsas,1696754100,2023-10-08 05:35:00 -03,160
Maquina de Bolsas,1696753800,2023-10-08 05:30:00 -03,150
Maquina de Bolsas,1696753501,2023-10-08 05:25:01 -03,166
Maquina de Bolsas,1696753200,2023-10-08 05:20:00 -03,168
Maquina de Bolsas,1696752901,2023-10-08 05:15:01 -03,162
Maquina de Bolsas,1696752600,2023-10-08 05:10:00 -03,188
Maquina de Bolsas,1696752301,2023-10-08 05:05:01 -03,155
Maquina de Bolsas,1696752000,2023-10-08 05:00:00 -03,171
Maquina de Bolsas,1696751701,2023-10-08 04:55:01 -03,154
Maquina de Bolsas,1696751400,2023-10-08 04:50:00 -03,169
Maquina de Bolsas,1696751101,2023-10-08 04:45:01 -03,176
Maquina de Bolsas,1696750800,2023-10-08 04:40:00 -03,154
Maquina de Bolsas,1696750501,2023-10-08 04:35:01 -03,165
Maquina de Bolsas,1696750200,2023-10-08 04:30:00 -03,159
Maquina de Bolsas,1696749901,2023-10-08 04:25:01 -03,146
Maquina de Bolsas,1696749600,2023-10-08 04:20:00 -03,166
Maquina de Bolsas,1696749301,2023-10-08 04:15:01 -03,179
Maquina de Bolsas,1696749000,2023-10-08 04:10:00 -03,167
Maquina de Bolsas,1696748701,2023-10-08 04:05:01 -03,172
Maquina de Bolsas,1696748401,2023-10-08 04:00:01 -03,176
Maquina de Bolsas,1696748100,2023-10-08 03:55:00 -03,164
Maquina de Bolsas,1696747800,2023-10-08 03:50:00 -03,186
Maquina de Bolsas,1696747500,2023-10-08 03:45:00 -03,169
Maquina de Bolsas,1696747201,2023-10-08 03:40:01 -03,153
Maquina de Bolsas,1696746900,2023-10-08 03:35:00 -03,194
Maquina de Bolsas,1696746601,2023-10-08 03:30:01 -03,160
Maquina de Bolsas,1696746300,2023-10-08 03:25:00 -03,174
Maquina de Bolsas,1696746001,2023-10-08 03:20:01 -03,167
Maquina de Bolsas,1696745700,2023-10-08 03:15:00 -03,177
Maquina de Bolsas,1696745401,2023-10-08 03:10:01 -03,169
Maquina de Bolsas,1696745100,2023-10-08 03:05:00 -03,161
Maquina de Bolsas,1696744801,2023-10-08 03:00:01 -03,166
Maquina de Bolsas,1696744500,2023-10-08 02:55:00 -03,175
Maquina de Bolsas,1696744201,2023-10-08 02:50:01 -03,176
Maquina de Bolsas,1696743900,2023-10-08 02:45:00 -03,156
Maquina de Bolsas,1696743601,2023-10-08 02:40:01 -03,169
Maquina de Bolsas,1696743300,2023-10-08 02:35:00 -03,155
Maquina de Bolsas,1696743000,2023-10-08 02:30:00 -03,156
Maquina de Bolsas,1696742700,2023-10-08 02:25:00 -03,142
Maquina de Bolsas,1696742401,2023-10-08 02:20:01 -03,173
Maquina de Bolsas,1696742100,2023-10-08 02:15:00 -03,176
Maquina de Bolsas,1696741801,2023-10-08 02:10:01 -03,169
Maquina de Bolsas,1696741500,2023-10-08 02:05:00 -03,158
Maquina de Bolsas,1696741201,2023-10-08 02:00:01 -03,157
Maquina de Bolsas,1696740900,2023-10-08 01:55:00 -03,182
Maquina de Bolsas,1696740601,2023-10-08 01:50:01 -03,172
Maquina de Bolsas,1696740300,2023-10-08 01:45:00 -03,178
Maquina de Bolsas,1696740001,2023-10-08 01:40:01 -03,154
Maquina de Bolsas,1696739700,2023-10-08 01:35:00 -03,163
Maquina de Bolsas,1696739401,2023-10-08 01:30:01 -03,166
Maquina de Bolsas,1696739100,2023-10-08 01:25:00 -03,183
Maquina de Bolsas,1696738801,2023-10-08 01:20:01 -03,189
Maquina de Bolsas,1696738500,2023-10-08 01:15:00 -03,188
Maquina de Bolsas,1696738201,2023-10-08 01:10:01 -03,158
Maquina de Bolsas,1696737900,2023-10-08 01:05:00 -03,175
Maquina de Bolsas,1696737601,2023-10-08 01:00:01 -03,169
Maquina de Bolsas,1696737300,2023-10-08 00:55:00 -03,160
Maquina de Bolsas,1696737000,2023-10-08 00:50:00 -03,154
Maquina de Bolsas,1696736701,2023-10-08 00:45:01 -03,168
Maquina de Bolsas,1696736401,2023-10-08 00:40:01 -03,154
Maquina de Bolsas,1696736100,2023-10-08 00:35:00 -03,167
Maquina de Bolsas,1696735800,2023-10-08 00:30:00 -03,179
Maquina de Bolsas,1696735501,2023-10-08 00:25:01 -03,130
Maquina de Bolsas,1696735200,2023-10-08 00:20:00 -03,156
Maquina de Bolsas,1696734901,2023-10-08 00:15:01 -03,175
Maquina de Bolsas,1696734600,2023-10-08 00:10:00 -03,167
Maquina de Bolsas,1696734301,2023-10-08 00:05:01 -03,163
Maquina de Bolsas,1696734000,2023-10-08 00:00:00 -03,160
Maquina de Bolsas,1696733701,2023-10-07 23:55:01 -03,152
Maquina de Bolsas,1696733400,2023-10-07 23:50:00 -03,194
Maquina de Bolsas,1696733101,2023-10-07 23:45:01 -03,164
Maquina de Bolsas,1696732800,2023-10-07 23:40:00 -03,184
Maquina de Bolsas,1696732500,2023-10-07 23:35:00 -03,157
Maquina de Bolsas,1696732200,2023-10-07 23:30:00 -03,174
Maquina de Bolsas,1696731900,2023-10-07 23:25:00 -03,186
Maquina de Bolsas,1696731600,2023-10-07 23:20:00 -03,162
Maquina de Bolsas,1696731300,2023-10-07 23:15:00 -03,160
Maquina de Bolsas,1696731001,2023-10-07 23:10:01 -03,152
Maquina de Bolsas,1696730700,2023-10-07 23:05:00 -03,190
Maquina de Bolsas,1696730401,2023-10-07 23:00:01 -03,168
Maquina de Bolsas,1696730100,2023-10-07 22:55:00 -03,143
Maquina de Bolsas,1696729801,2023-10-07 22:50:01 -03,154
Maquina de Bolsas,1696729500,2023-10-07 22:45:00 -03,157
Maquina de Bolsas,1696729201,2023-10-07 22:40:01 -03,174
Maquina de Bolsas,1696728900,2023-10-07 22:35:00 -03,177
Maquina de Bolsas,1696728600,2023-10-07 22:30:00 -03,133
Maquina de Bolsas,1696728300,2023-10-07 22:25:00 -03,177
Maquina de Bolsas,1696728001,2023-10-07 22:20:01 -03,165
Maquina de Bolsas,1696727700,2023-10-07 22:15:00 -03,160
Maquina de Bolsas,1696727401,2023-10-07 22:10:01 -03,166
Maquina de Bolsas,1696727100,2023-10-07 22:05:00 -03,164
Maquina de Bolsas,1696726801,2023-10-07 22:00:01 -03,170
Maquina de Bolsas,1696726500,2023-10-07 21:55:00 -03,177
Maquina de Bolsas,1696726201,2023-10-07 21:50:01 -03,181
Maquina de Bolsas,1696725900,2023-10-07 21:45:00 -03,179
Maquina de Bolsas,1696725601,2023-10-07 21:40:01 -03,150
Maquina de Bolsas,1696725300,2023-10-07 21:35:00 -03,184
Maquina de Bolsas,1696725001,2023-10-07 21:30:01 -03,161
Maquina de Bolsas,1696724700,2023-10-07 21:25:00 -03,172
Maquina de Bolsas,1696724401,2023-10-07 21:20:01 -03,187
Maquina de Bolsas,1696724100,2023-10-07 21:15:00 -03,168
Maquina de Bolsas,1696723801,2023-10-07 21:10:01 -03,187
Maquina de Bolsas,1696723500,2023-10-07 21:05:00 -03,165
Maquina de Bolsas,1696723201,2023-10-07 21:00:01 -03,156
Maquina de Bolsas,1696722901,2023-10-07 20:55:01 -03,160
Maquina de Bolsas,1696722601,2023-10-07 20:50:01 -03,188
Maquina de Bolsas,1696722300,2023-10-07 20:45:00 -03,178
Maquina de Bolsas,1696722000,2023-10-07 20:40:00 -03,171
Maquina de Bolsas,1696721701,2023-10-07 20:35:01 -03,154
Maquina de Bolsas,1696721401,2023-10-07 20:30:01 -03,151
Maquina de Bolsas,1696721100,2023-10-07 20:25:00 -03,161
Maquina de Bolsas,1696720800,2023-10-07 20:20:00 -03,179
Maquina de Bolsas,1696720501,2023-10-07 20:15:01 -03,149
Maquina de Bolsas,1696720201,2023-10-07 20:10:01 -03,162
Maquina de Bolsas,1696719901,2023-10-07 20:05:01 -03,158
Maquina de Bolsas,1696719601,2023-10-07 20:00:01 -03,165
Maquina de Bolsas,1696719300,2023-10-07 19:55:00 -03,157
Maquina de Bolsas,1696719000,2023-10-07 19:50:00 -03,152
Maquina de Bolsas,1696718700,2023-10-07 19:45:00 -03,131
Maquina de Bolsas,1696718400,2023-10-07 19:40:00 -03,154
Maquina de Bolsas,1696718100,2023-10-07 19:35:00 -03,162
Maquina de Bolsas,1696717800,2023-10-07 19:30:00 -03,149
Maquina de Bolsas,1696717500,2023-10-07 19:25:00 -03,169
Maquina de Bolsas,1696717200,2023-10-07 19:20:00 -03,190
Maquina de Bolsas,1696716901,2023-10-07 19:15:01 -03,172
Maquina de Bolsas,1696716600,2023-10-07 19:10:00 -03,169
Maquina de Bolsas,1696716301,2023-10-07 19:05:01 -03,187
Maquina de Bolsas,1696716000,2023-10-07 19:00:00 -03,157
Maquina de Bolsas,1696715700,2023-10-07 18:55:00 -03,163
Maquina de Bolsas,1696715400,2023-10-07 18:50:00 -03,176
Maquina de Bolsas,1696715101,2023-10-07 18:45:01 -03,176
Maquina de Bolsas,1696714801,2023-10-07 18:40:01 -03,159
Maquina de Bolsas,1696714500,2023-10-07 18:35:00 -03,167
Maquina de Bolsas,1696714200,2023-10-07 18:30:00 -03,164
Maquina de Bolsas,1696713900,2023-10-07 18:25:00 -03,180
Maquina de Bolsas,1696713600,2023-10-07 18:20:00 -03,147
Maquina de Bolsas,1696713301,2023-10-07 18:15:01 -03,161
Maquina de Bolsas,1696713000,2023-10-07 18:10:00 -03,173
Maquina de Bolsas,1696712701,2023-10-07 18:05:01 -03,174
Maquina de Bolsas,1696712400,2023-10-07 18:00:00 -03,163
Maquina de Bolsas,1696712101,2023-10-07 17:55:01 -03,155
Maquina de Bolsas,1696711800,2023-10-07 17:50:00 -03,161
Maquina de Bolsas,1696711501,2023-10-07 17:45:01 -03,161
Maquina de Bolsas,1696711200,2023-10-07 17:40:00 -03,192
Maquina de Bolsas,1696710901,2023-10-07 17:35:01 -03,182
Maquina de Bolsas,1696710600,2023-10-07 17:30:00 -03,155
Maquina de Bolsas,1696710301,2023-10-07 17:25:01 -03,165
Maquina de Bolsas,1696710000,2023-10-07 17:20:00 -03,185
Maquina de Bolsas,1696709701,2023-10-07 17:15:01 -03,153
Maquina de Bolsas,1696709400,2023-10-07 17:10:00 -03,147
Maquina de Bolsas,1696709100,2023-10-07 17:05:00 -03,166
Maquina de Bolsas,1696708801,2023-10-07 17:00:01 -03,167
Maquina de Bolsas,1696708500,2023-10-07 16:55:00 -03,168
Maquina de Bolsas,1696708201,2023-10-07 16:50:01 -03,162
Maquina de Bolsas,1696707900,2023-10-07 16:45:00 -03,185
Maquina de Bolsas,1696707601,2023-10-07 16:40:01 -03,177
Maquina de Bolsas,1696707300,2023-10-07 16:35:00 -03,156
Maquina de Bolsas,1696707001,2023-10-07 16:30:01 -03,168
Maquina de Bolsas,1696706700,2023-10-07 16:25:00 -03,147
Maquina de Bolsas,1696706401,2023-10-07 16:20:01 -03,137
Maquina de Bolsas,1696706100,2023-10-07 16:15:00 -03,181
Maquina de Bolsas,1696705801,2023-10-07 16:10:01 -03,170
Maquina de Bolsas,1696705500,2023-10-07 16:05:00 -03,164
Maquina de Bolsas,1696705201,2023-10-07 16:00:01 -03,173
Maquina de Bolsas,1696704900,2023-10-07 15:55:00 -03,161
Maquina de Bolsas,1696704601,2023-10-07 15:50:01 -03,167
Maquina de Bolsas,1696704300,2023-10-07 15:45:00 -03,170
Maquina de Bolsas,1696704001,2023-10-07 15:40:01 -03,180
Maquina de Bolsas,1696703700,2023-10-07 15:35:00 -03,160
Maquina de Bolsas,1696703401,2023-10-07 15:30:01 -03,158
Maquina de Bolsas,1696703100,2023-10-07 15:25:00 -03,192
Maquina de Bolsas,1696702801,2023-10-07 15:20:01 -03,180
Maquina de Bolsas,1696702500,2023-10-07 15:15:00 -03,152
Maquina de Bolsas,1696702201,2023-10-07 15:10:01 -03,162
Maquina de Bolsas,1696701900,2023-10-07 15:05:00 -03,191
Maquina de Bolsas,1696701601,2023-10-07 15:00:01 -03,179
Maquina de Bolsas,1696701300,2023-10-07 14:55:00 -03,175
Maquina de Bolsas,1696701001,2023-10-07 14:50:01 -03,162
Maquina de Bolsas,1696700700,2023-10-07 14:45:00 -03,186
Maquina de Bolsas,1696700400,2023-10-07 14:40:00 -03,168
Maquina de Bolsas,1696700100,2023-10-07 14:35:00 -03,147
Maquina de Bolsas,1696699800,2023-10-07 14:30:00 -03,171
Maquina de Bolsas,1696699500,2023-10-07 14:25:00 -03,175
Maquina de Bolsas,1696699201,2023-10-07 14:20:01 -03,180
Maquina de Bolsas,1696698900,2023-10-07 14:15:00 -03,164
Maquina de Bolsas,1696698601,2023-10-07 14:10:01 -03,179
Maquina de Bolsas,1696698300,2023-10-07 14:05:00 -03,166
Maquina de Bolsas,1696698001,2023-10-07 14:00:01 -03,161
Maquina de Bolsas,1696697700,2023-10-07 13:55:00 -03,159
Maquina de Bolsas,1696697400,2023-10-07 13:50:00 -03,176
Maquina de Bolsas,1696697100,2023-10-07 13:45:00 -03,176
Maquina de Bolsas,1696696800,2023-10-07 13:40:00 -03,147
Maquina de Bolsas,1696696501,2023-10-07 13:35:01 -03,170
Maquina de Bolsas,1696696200,2023-10-07 13:30:00 -03,183
Maquina de Bolsas,1696695901,2023-10-07 13:25:01 -03,161
Maquina de Bolsas,1696695600,2023-10-07 13:20:00 -03,173
Maquina de Bolsas,1696695301,2023-10-07 13:15:01 -03,187
Maquina de Bolsas,1696695000,2023-10-07 13:10:00 -03,165
Maquina de Bolsas,1696694701,2023-10-07 13:05:01 -03,166
Maquina de Bolsas,1696694400,2023-10-07 13:00:00 -03,175
Maquina de Bolsas,1696694101,2023-10-07 12:55:01 -03,175
Maquina de Bolsas,1696693800,2023-10-07 12:50:00 -03,167
Maquina de Bolsas,1696693501,2023-10-07 12:45:01 -03,189
Maquina de Bolsas,1696693200,2023-10-07 12:40:00 -03,158
Maquina de Bolsas,1696692901,2023-10-07 12:35:01 -03,148
Maquina de Bolsas,1696692600,2023-10-07 12:30:00 -03,181
Maquina de Bolsas,1696692301,2023-10-07 12:25:01 -03,193
Maquina de Bolsas,1696692000,2023-10-07 12:20:00 -03,137
Maquina de Bolsas,1696691701,2023-10-07 12:15:01 -03,166
Maquina de Bolsas,1696691400,2023-10-07 12:10:00 -03,170
Maquina de Bolsas,1696691101,2023-10-07 12:05:01 -03,170
Maquina de Bolsas,1696690800,2023-10-07 12:00:00 -03,166
Maquina de Bolsas,1696690500,2023-10-07 11:55:00 -03,170
Maquina de Bolsas,1696690201,2023-10-07 11:50:01 -03,170
Maquina de Bolsas,1696689900,2023-10-07 11:45:00 -03,163
Maquina de Bolsas,1696689600,2023-10-07 11:40:00 -03,185
Maquina de Bolsas,1696689300,2023-10-07 11:35:00 -03,168
Maquina de Bolsas,1696689001,2023-10-07 11:30:01 -03,159
Maquina de Bolsas,1696688700,2023-10-07 11:25:00 -03,172
Maquina de Bolsas,1696688401,2023-10-07 11:20:01 -03,161
Maquina de Bolsas,1696688100,2023-10-07 11:15:00 -03,154
Maquina de Bolsas,1696687801,2023-10-07 11:10:01 -03,168
Maquina de Bolsas,1696687500,2023-10-07 11:05:00 -03,173
Maquina de Bolsas,1696687201,2023-10-07 11:00:01 -03,133
Maquina de Bolsas,1696686900,2023-10-07 10:55:00 -03,185
Maquina de Bolsas,1696686601,2023-10-07 10:50:01 -03,145
Maquina de Bolsas,1696686300,2023-10-07 10:45:00 -03,183
Maquina de Bolsas,1696686001,2023-10-07 10:40:01 -03,176
Maquina de Bolsas,1696685700,2023-10-07 10:35:00 -03,174
Maquina de Bolsas,1696685401,2023-10-07 10:30:01 -03,176
Maquina de Bolsas,1696685100,2023-10-07 10:25:00 -03,161
Maquina de Bolsas,1696684801,2023-10-07 10:20:01 -03,165
Maquina de Bolsas,1696684500,2023-10-07 10:15:00 -03,175
Maquina de Bolsas,1696684201,2023-10-07 10:10:01 -03,176
Maquina de Bolsas,1696683900,2023-10-07 10:05:00 -03,124
Maquina de Bolsas,1696683601,2023-10-07 10:00:01 -03,146
Maquina de Bolsas,1696683300,2023-10-07 09:55:00 -03,152
Maquina de Bolsas,1696683000,2023-10-07 09:50:00 -03,163
Maquina de Bolsas,1696682701,2023-10-07 09:45:01 -03,178
Maquina de Bolsas,1696682400,2023-10-07 09:40:00 -03,156
Maquina de Bolsas,1696682100,2023-10-07 09:35:00 -03,141
Maquina de Bolsas,1696681800,2023-10-07 09:30:00 -03,140
Maquina de Bolsas,1696681501,2023-10-07 09:25:01 -03,169
Maquina de Bolsas,1696681200,2023-10-07 09:20:00 -03,178
Maquina de Bolsas,1696680901,2023-10-07 09:15:01 -03,167
Maquina de Bolsas,1696680600,2023-10-07 09:10:00 -03,192
Maquina de Bolsas,1696680301,2023-10-07 09:05:01 -03,185
Maquina de Bolsas,1696680000,2023-10-07 09:00:00 -03,167
Maquina de Bolsas,1696679701,2023-10-07 08:55:01 -03,156
Maquina de Bolsas,1696679400,2023-10-07 08:50:00 -03,155
Maquina de Bolsas,1696679101,2023-10-07 08:45:01 -03,167
Maquina de Bolsas,1696678800,2023-10-07 08:40:00 -03,152
Maquina de Bolsas,1696678500,2023-10-07 08:35:00 -03,163
Maquina de Bolsas,1696678200,2023-10-07 08:30:00 -03,167
Maquina de Bolsas,1696677901,2023-10-07 08:25:01 -03,161
Maquina de Bolsas,1696677600,2023-10-07 08:20:00 -03,164
Maquina de Bolsas,1696677301,2023-10-07 08:15:01 -03,170
Maquina de Bolsas,1696677000,2023-10-07 08:10:00 -03,157
Maquina de Bolsas,1696676700,2023-10-07 08:05:00 -03,155
Maquina de Bolsas,1696676401,2023-10-07 08:00:01 -03,171
Maquina de Bolsas,1696676100,2023-10-07 07:55:00 -03,173
Maquina de Bolsas,1696675801,2023-10-07 07:50:01 -03,156
Maquina de Bolsas,1696675500,2023-10-07 07:45:00 -03,168
Maquina de Bolsas,1696675201,2023-10-07 07:40:01 -03,177
Maquina de Bolsas,1696674900,2023-10-07 07:35:00 -03,169
Maquina de Bolsas,1696674601,2023-10-07 07:30:01 -03,214
Maquina de Bolsas,1696674300,2023-10-07 07:25:00 -03,161
Maquina de Bolsas,1696674001,2023-10-07 07:20:01 -03,174
Maquina de Bolsas,1696673700,2023-10-07 07:15:00 -03,176
Maquina de Bolsas,1696673401,2023-10-07 07:10:01 -03,178
Maquina de Bolsas,1696673100,2023-10-07 07:05:00 -03,160
Maquina de Bolsas,1696672801,2023-10-07 07:00:01 -03,148
Maquina de Bolsas,1696672500,2023-10-07 06:55:00 -03,204
Maquina de Bolsas,1696672200,2023-10-07 06:50:00 -03,174
Maquina de Bolsas,1696671901,2023-10-07 06:45:01 -03,182
Maquina de Bolsas,1696671600,2023-10-07 06:40:00 -03,174
Maquina de Bolsas,1696671301,2023-10-07 06:35:01 -03,174
Maquina de Bolsas,1696671000,2023-10-07 06:30:00 -03,196
Maquina de Bolsas,1696670701,2023-10-07 06:25:01 -03,166
Maquina de Bolsas,1696670400,2023-10-07 06:20:00 -03,185
Maquina de Bolsas,1696670101,2023-10-07 06:15:01 -03,170
Maquina de Bolsas,1696669800,2023-10-07 06:10:00 -03,171
Maquina de Bolsas,1696669501,2023-10-07 06:05:01 -03,133
Maquina de Bolsas,1696669200,2023-10-07 06:00:00 -03,176
Maquina de Bolsas,1696668901,2023-10-07 05:55:01 -03,179
Maquina de Bolsas,1696668600,2023-10-07 05:50:00 -03,184
Maquina de Bolsas,1696668301,2023-10-07 05:45:01 -03,192
Maquina de Bolsas,1696668000,2023-10-07 05:40:00 -03,179
Maquina de Bolsas,1696667701,2023-10-07 05:35:01 -03,176
